Tweet,Message/tweets,Match,Polarity
893.0,NicoleBarbaro Boston University may not reopen until January 2021 The Recovery Plan recognizes the possibility that the beginning of,Recovery,positive
894.0,Coronavirus Fauci says US could have saved lives with earlier action,,neutral
895.0,stephenharper From our family to yours Laureen and I are wishing a Happy Easter to everyone observing in Canada and around the world,Happy,positive
896.0,Burglary in West University bar The Marquis II in Houston with thousands of dollars stolen ABC13 Houston SmartNews bringit33,stolen,negative
897.0,fehrsam77 Just found out that on Monday residents in the Philippines can put their names forward for a plane set for Canada It is Ap,,neutral
898.0,timquerengesser Heartening to see Alberta leading on an equalization formula for PPE in Canada Ill let myself out,"Heartening,leading",positive
899.0,ugodre BREAKING OPEC Alliance US Russia Canada Mexico reach historic deal to cut million bpd https,BREAKING,negative
900.0,In Canada want to buy 2000 cdn of bitcoin whats the fastest cheapest way to buy Bitcoin International CryptoCurrency News,"fastest,cheapest",positive
901.0,DeanWinnipeg Did you know the Conservative Party of Canada website still says Andrew Scheer is an insurance brokerThats just how,Conservative,negative
902.0,johnkroencke if these are literally the only two options then I agree but a research university should cut everything else to the bone before even considering this,,neutral
903.0,Rellyluvsfairen tedcruz GOP I never thought I would see Ted advocate for government officials giving citizens what they need Without asking evenIs it possible you can take the boy out of Canada but you cant take Canada out of the boy,advocate,positive
904.0,LegonLive The University of Ghana Premier University UnivofGh ManuelKoranteng univers1057fm Ugsrc UnivGhVC KSekyere,Premier,positive
905.0,bryceganious WOW After an amazing talk with COACHCAM1 Im Blessed to say Ive received an offer from THE LAMAR University AGTG,"WOW,amazing",positive
906.0,When other university students are getting emergency covid grants but youre in Waterloo,emergency,negative
907.0,atholcohen sunlorrie And Canada liberalparty JustinTrudeau CPHOCanada continue to cozy up Its time for Canada to leave the,cozy,positive
908.0,Hw3NigyimiiBi University of Ghana scientists close to find corona cureThe cure de3 dem go get am oo but who u go test on Cha,cure,positive
909.0,TimGood Ive heard the same thing Im not sure how much herd immunity we have yet tho thatll have to come with the tests Also as much as I dislike my university UofR has been wonderful during this time Got to give them credit,"dislike,wonderful",neutral
910.0,45needstogo1 Nearly a Dozen Liberty U Students Sick With Coronavirus Symptoms After Falwell Reopened Campus v,"Liberty,Sick,Symptoms",negative
911.0,SoySantyMendoza Update from Zoom University I have found myself in an endless loop of not doing my work and then stressing bc Im not,work,positive
912.0,terencecorcoran What theHealth Canada says rapid blood test for COVID19 remains under review until a greater national strategy o,rapid,positive
913.0,One time this guy followed me on snap and I followed back and hes from Canada and all he does is send me pictures of weed,weed,negative
914.0,Hw3NigyimiiBi University of Ghana scientists close to find corona cureThe cure de3 dem go get am oo but who u go test on Cha,cure,positive
915.0,blairroad On April 12 1980 Terry Fox dipped his foot in the Atlantic Ocean and began his Marathon of Hope While running across Can,,neutral
916.0,Buy Verified PayPal Accountbuyverifiedpaypalaccount Buy Verified PayPal Account Buy USA UK Canada phone number verified and credit card verified PayPal account 100 money back guaranty with 24 hours supportsafebizs buyzomatoreviews safebiz,,neutral
917.0,ShortbusAnarchy JayVsQua 1200 aint shit in comparison to what other countries are doing Canada is doing 2k per month for 4 month,shit,negative
918.0,ChidiNwatu realDonaldTrump People Trump has blamed for his deadly incompetence WHO China Media Canada Governors D,"Trump,deadly,incompetence",negative
919.0,annekevandenhof mkobach Ill come to Canada,,neutral
920.0,RyanMaue Powerful midApril storm system with severe weather snowfall and a lot of wind This animation shows the source of subtr,"Powerful,severe",neutral
921.0,MrStache9 Heres the quote I imagine Google can find itQuebecers are better than the rest of Canada because you know were Quebe,better,positive
922.0,In Canada the media covers for the Liberals failures,failures,negative
923.0,skiburtis1 Oh yea Definitely Its a bit hard to find Not a lot of universities offer linguistics much less beyond a bachelors degree Thankfully mine does its also the nearest university to me Hahaha,hard,negative
924.0,molach95 From a Gidhlig advertisement in MacTalla the famous Gaelic newspaper from Canada 1892Den uair a tha eTha e coig,famous,positive
925.0,PS4 and Eastern Canada region,,neutral
926.0,SlyteenorWrites University of Ghana out here finding cures But our brother knust dier hes waiting to produce another broken heart,broken,negative
927.0,DrinkSolaPop Part II Residents explain their issues w university expansion 20 of thise effected had not been contacted by the uni,issues,negative
928.0,koolkopper Lockdown in Brampton Canada has compelled Indian origin ladies to share some moments together flashing their best dresses,best,positive
929.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
930.0,The Nova Scotia Health Authority is warning of potential exposure toCOVID19at GStreet Pizza on Gottingen Street on April 4 and April 6 Halifax globalhalifax,warning,negative
931.0,RealSaavedra population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396,,neutral
932.0,RobynWins111 Also Canada really really dislikes this reality reminder Its why things remain the same regardless of how many Na,dislikes,negative
933.0,SPhilip18 The virus is the opportunity to fast track the fundamental transformation of Canada just like Obama wanted for the USGe,"virus,fast,like",positive
934.0,guelphgirlchris My family lives in Canada Every one of them who are no longer working as a result of COVID19 filed their claims onli,,neutral
935.0,Haitch7 The SNP will have very serious questions to answer as to why they brought our world renowned universities to the brink of fina,renowned,positive
936.0,s41ah Go university itll be the best thing you ever do,best,positive
937.0,MwauraIsaac1 Kenyatta University doesnt just produce ventilators only Once upon a time with Gladys Wanga as KUSA student leaders w,,neutral
938.0,Garossino Remember the bottom right figure whenever you read headlines about Canadas COVID failure cdnpoli,"right,failure",neutral
939.0,HuXijinGT Sure we like cheap products But we dont like people being lied too amp dying Its the government of China who are dicks not the people I want the Chinese people to be truly free Im sure lots of them doChina has repeatedly screwed with Canada I wont forget,"like,cheap,like,lied,dying,free,screwed",negative
940.0,HonAhmedHussen A special message just for kids across CanadaMinister PattyHajdu has confirmed that the Easter Bunny WILL be visit,,neutral
941.0,NelsonHavi Could the 16 Kenyatta University students who have assembled 500000 prototype medical ventilators quickly get in touch wit,,neutral
942.0,Itskeywi Always be confident in what youre doing If youre not going to be confident might as well not be doing Soror Aretha Fr,"confident,confident,well",positive
943.0,Sensfan001Kevin RosieBarton Canadas Nazi News Source,,neutral
944.0,BritIndianVoice Dr Naik one of the longestserving doctors in East London University Hospitals NHS Trust said we have enough supply,"Trust,enough",positive
945.0,Iromg She hardly spent any time with the Royal Family in fact hardly in this country There is no way she could say very much of interest at all It will be about her her her How she missed her Mother amp how often did she see her living in Canada anyway,missed,negative
946.0,CPHOCanada The Government of Canada is working with provincial and territorial governments to respond to COVID19 and were looking f,,neutral
947.0,raialimanj21 StudentsRejectUndueFeeHigher education in Pakistan shame on u university mafia and hecpkofficial ShafqatMahmood htt,shame,negative
948.0,Graphanic HollysGraphics MeganWellsbury Love Canada man too,Love,positive
949.0,QTheWakeUp Q Patriot from Canadaq qanon WWG1WGAWORLDWIDE,Patriot,positive
950.0,Ahmadranking LAYEMItheplug I had a good southern friend at school even my university days my best friend was a yoruba,"good,best",positive
951.0,SteveCourts Nova Scotia Health Authority public health is advising of potential exposure to COVID19 at GStreet Pizza 2302 Gottinge,,neutral
952.0,RepMattGaetz 13000000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,negative
953.0,DabeeC Caremongering kermNGriNGNoun a movement rapidly spreading across Canada to spread kindness and help others in t,kindness,positive
954.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
955.0,BillTufts Vote conservative peopleAtlantic Canada and Toronto are blind,"conservative,blind",negative
956.0,615cory Blessed to have received an offer from Newman university NUBasketball gojets jetpower,,neutral
957.0,twmentality1 Dr Armen Henderson a University of Miami doctor who made headlines for testing homeless people for COVID19 was ha,,neutral
958.0,CBCAlerts Dr Theresa Tam Canadas chief public health officer says in a statement released today We are still at a very critical,critical,negative
959.0,ChidiNwatu realDonaldTrump People Trump has blamed for his deadly incompetence WHO China Media Canada Governors D,"Trump,deadly,incompetence",negative
960.0,Garossino Remember the bottom right figure whenever you read headlines about Canadas COVID failure cdnpoli,"right,failure",neutral
961.0,Quebec premier says 31 people have died at troubled longterm care home,"premier,died,troubled",negative
962.0,evssofficial Grocery shopping is the new main event,,neutral
963.0,JMoore2021 COMMITTED TO DUKE UNIVERSITY,,neutral
964.0,Steelersdepot With the 18th pick in the firstround of the 2020 NFL Draft the Steelers select safety Minkah Fitzpatrick minkfitz2,,neutral
965.0,DrJacobsRad These numbers will change rapidly once we have serological antibody tests Dr Fauci says that they should be ready for use,ready,positive
966.0,MwauraIsaac1 Kenyatta University doesnt just produce ventilators only Once upon a time with Gladys Wanga as KUSA student leaders w,,neutral
967.0,LemonPiBoutique Easter in Canada No family brunch no cousin egg hunt but plenty of treats phone calls and fromthedeck visits,,neutral
968.0,LeftistConnor true but doesnt explain why Canada has less hospital beds then us,,neutral
969.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
970.0,Transportgc When was the last time you washed your handsREMEMBER Wash your hands for 20 seconds frequently throughout the dayU,,neutral
971.0,Rwanda is building its own Silicon Valley in partnership with Carnegie Mellon University It is called Kigali Innovation City,Innovation,positive
972.0,PismoB Fake News MSM US death toll highest in world population 328000000FranceGermanyItaly population 324,"Fake,death,toll",negative
973.0,MortgagesYYC How is this acceptable Its made in Canada used in the US already yet Health Canada hasnt approved No excuse fo,excuse,negative
974.0,CellersRian I would like to announce that I will be continuing my baseball at Texas tech university I want to thank every coach that,"like,thank",positive
975.0,CleverTitleTK slpnggiants OANN They also once sourced a story to a poser on Twitter who pretended to be a former Secret Service age,,neutral
976.0,CanadaAction Shockproofing Canada Why the Keystone pipeline is just the start of making us energy selfsufficient,,neutral
977.0,A EMKLYUSHIN Oil producers outside the SaudiRussian oil alliance in the Canada Brazil and others would reduce output by ab,,neutral
978.0,bgirl0001 JPZtweeting CPHOCanada They all need to ge held accountable for their incompetence and cover ups,incompetence,negative
979.0,Ps ps when I say Canada I mean Kelsey,,neutral
980.0,Some love for s own Dr Bonnie Henry from south of the border COVID19 bchealth,love,positive
981.0,Air Canada is transforming three B777300ER doubling the cargo capacity to help fly critical medical supplies,critical,negative
982.0,adetolaov and OPEC OIL CUT DEAL has been AGREEDDetails OPEC will cut barrels a day below proposed 10m Bra,,neutral
983.0,AJEnglish Coronavirus latest Italy reports 431 new deaths the lowest daily rise since March 19 Canada coronavirus death toll r,"death,toll",negative
984.0,DrJacobsRad Patty Hajdus was hardly in the dark She made the poor decision to follow the advice of the WHO instead of the NIH and CD,"dark,poor",negative
985.0,MariaK46861456 Doctors across Canada need to start speaking up on our behalfIt is obvious that the Liberals have no intention of do,,neutral
986.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
987.0,jamesmwilt My article has been updated with the name of the 36yearold man who was killed Jason Collins A vigil was held by his f,killed,negative
988.0,bryceganious WOW After an amazing talk with COACHCAM1 Im Blessed to say Ive received an offer from THE LAMAR University AGTG,"WOW,amazing",positive
989.0,Grocery store manager in Canada pens heartfelt letter to shoppers pleading for kindness,"heartfelt,kindness",positive
990.0,Itskeywi Always be confident in what youre doing If youre not going to be confident might as well not be doing Soror Aretha Fr,"confident,confident,well",positive
991.0,ShahFaridKhan2 ShaheedBenazirBhutto University Upper Dir Sheringal BBhuttoBenazir BakhtawarBZ AseefaBZ,,neutral
992.0,TheSPANISQueen I Pray For Healing Of All Nations Be Blessed With Health This Easter Easter EasterSunday Global Churches Prayer United Love Health Gratitude Blessings Spanish Royalty UK Mexico Australia Canada LA Inspire Fashion Icon Famous Video,"Love,Gratitude,Inspire,Famous",positive
993.0,This dude shitting on Aubrey Best out of Canada,Best,positive
994.0,NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,,neutral
995.0,The USamp Canada are already considering the economic model to covid19away from or in conjunction with the public health modelI see their deliberations favoring the economic model I see how the arguments will be backed up by health data Economies will reopen with covid19,,neutral
996.0,storeTAOS TAOS SS20 Collection TAOS University has arrived and is now available in a plethora of colorways Only available on https,"available,available",positive
997.0,CBCNews The arena is normally host to hockey games and rock bands During the COVID19 pandemic it will house the homeless instead h,,neutral
998.0,CBCCanada Lens Mill Stores create thousands of masks gowns and caps to help protect people during COVID19 h,protect,positive
999.0,cbcnewsbc Deltas chief of police says his officers have considered every possible avenue for dealing with a local yoga studio owner w,,neutral
1000.0,Coronavirus Bioweapon How China Stole Coronavirus From Canada And Weaponized It,Stole,negative
1001.0,GinellaM Just found out this person is using my photo on a fake account claiming to be an immigration consultant who can help people,fake,negative
1002.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1003.0,RealSaavedra population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396,,neutral
1004.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1005.0,renebuckingham After a great conversation with TWilson11 I am blessed to say that I have received an offer from Lawrence Tech Univer,great,positive
1006.0,Edmondasamoahj quameage Point of correction please University of Ghana scientists are not part of the sleeping competition oo We,,neutral
1007.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1008.0,timalderman7 Blessed and thankful to receive my third offer from Austin Peay State University AGTG GovsFB MarquaseLovings DLcoac,thankful,positive
1009.0,Garossino Remember the bottom right figure whenever you read headlines about Canadas COVID failure cdnpoli,"right,failure",neutral
1010.0,PAldousMusic If your response to news of 10000 UK deaths from COVID19 is there was nothing we couldve done to prevent it conside,,neutral
1011.0,nto1927 rajput04 Is this canada or California,,neutral
1012.0,depressionnote Suicide hotline numbers United kingdom 116 123United states 18002738255Canada 1 800 456 4566Ireland,Suicide,negative
1013.0,hazscruples jkenney cafreeland Why should we We hate Eastern Canada Alberta will join the US mark my words,hate,negative
1014.0,lisagartner This week I went inside a COVID19 hospital with visual journalists lschneiderman and nonorganical It was pretty ro,pretty,positive
1015.0,NelsonHavi Could the 16 Kenyatta University students who have assembled 500000 prototype medical ventilators quickly get in touch wit,,neutral
1016.0,jkenney cafreeland I know that Im a cynic but this is ominousAll in this together lean on one another Team CanadaI smell an Emergencies Act comingBe careful jkenney be very carefulThis may be a good time for you and all the other premiers to reiterate that you dont need the EA,"lean,smell,good",positive
1017.0,boulezian Toby Young falsely maligns the Imperial College report and misinterprets the Oxford University report to support his argument What a strange coincidence the right wing zealots who vilify the EU and deny climate are the ones who are keen for the lockdown to be lifted prematurely,"falsely,support,strange,right,vilify,deny,keen",negative
1018.0,cbcnewsbc Terry Foxs brother plans to get up at 4 today to commemorate the 40th anniversary of the Marathon of Hope,,neutral
1019.0,meenaharris Its official GovCanHealth Health Canadas new theme song is now,,neutral
1020.0,TIinExile Screenshots in the above tweets have been excerpted from the book Roots of North Indian Shiism in Iran and Iraq by JRI C,,neutral
1021.0,bmsacanada Do you want to see data on how COVID19 is affecting our most vulnerable populations Whether it is by race socioeconomic,vulnerable,negative
1022.0,leftyydon13 Blessed to receive my First D1 offer from Oakland University Thanks to Coach Kampe Coach Covington and staff at Oakland,,neutral
1023.0,AutanBabanta When I was in ss2 I was dating this guy I had so much feelings for one day he asked me to please send him 40k to clea,,neutral
1024.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1025.0,NSUFlorida So you ask why is she yelling into the abyss on Easter Sunday Because she had faith that The University would do the right thing and contact students prior to the deadline She was WRONG She is profoundly disappointed,"abyss,faith,right,WRONG,profoundly,disappointed",neutral
1026.0,CPHOCanada Thats what you did to prepare Canada Shame on you,Shame,negative
1027.0,AvsGermany Terry is a legend Theres a Terry Fox run every year in September here in Canada His foundation has raised over 750 million dollars for cancer research if you ever happen to find the movie terry from 2005 you should give it a watch Great biopic,"cancer,Great",neutral
1028.0,abubiznessch Today 12th April 2020 We officially launch the twitter account handle for Ahmadu Bello University Business School Li,,neutral
1029.0,UOG Bloomberg Oil Price War Ends With Historic OPEC Deal To Cut Production OPEC to cut million bopd day just below initial proposal of 10 million US Brazil Canada to cut million bopd as their production declines OOTT,declines,negative
1030.0,TrafficSA Cape Town SAA repatriation flight bringing South Africans home from Canada,,neutral
1031.0,SheilaCole68 Farmers cannot sellgive away raw milk to the public at least not in Canada,,neutral
1032.0,JTFImpact Because training is paused in our area of operations some of our CanadianForces sisters and brothers are going back to Ca,,neutral
1033.0,staunovo OPEC expects US Brazil and Canada to cut production by DJ OOTT,,neutral
1034.0,Has My VoteI CANADA,,neutral
1035.0,KindnessLDNONT LOVE these gratitude rocks for essential workers displayed outside the ER entrance at University Hospital Kind,"LOVE,gratitude",positive
1036.0,FlySwoop Today we pause to reflect on kindness Lets all remember that no act of kindness is wasted Thank you to the porchperformer,"kindness,kindness,wasted,Thank",positive
1037.0,After 36 hours flying and a major storm the Bremen touched down on Greenly Island off Canada And the rest is history,,neutral
1038.0,amanniyaz123 We the student of mumbai University demand promotion of all the students Plz cancel all exam Online lectures and assign,,neutral
1039.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1040.0,theCanadaParty The southern view from Canada right now,right,positive
1041.0,Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action,leading,positive
1042.0,PacificReports COVID19 deathrates NYC upped the percentageItaly France Canada Mexico,,neutral
1043.0,BillyJoyce1976 My video was Youtube censored so here it is on Bitchute where free speech still lives realDonaldTrump is this part,free,positive
1044.0,Lvteelix Greetings from Rob in Saskatchewan Canada I Appreciate Your Follow Back EarthNatureUltraHDwallpapers ILoveMyOnLineFriendsFBR Covid19FBRsupportgroup All photos are in 4KUHD or 5K Retina displayHope they bring a Retweet,Appreciate,positive
1045.0,CSSDP You cant do any sort of social distancing in this layout Inmates speak to the dangerous conditions inside Canadas unprepare,dangerous,negative
1046.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1047.0,ohheyitsyaya WTT ATEEZ Map To Answer ver ZHaveSeonghwaWantWooyoung I would like to trade within the USCanada,like,positive
1048.0,BBCsarika BBC News Coronavirus New York using mass graves amid outbreak,outbreak,negative
1049.0,RealSaavedra population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396,,neutral
1050.0,DeanWinnipeg Did you know the Conservative Party of Canada website still says Andrew Scheer is an insurance brokerThats just how,Conservative,negative
1051.0,ASUGreekLife The Sun Devil Spirit Award recognizes the individual chapter or council who best embodies the spirit pride and tradi,"Devil,Award,best,pride",positive
1052.0,toshcon I would rather scream at the top of my lungs about the communist take over of Canada be proven wrong and ridiculed with scre,"scream,top,proven,wrong",neutral
1053.0,Chellaney Remember my tweet 18 days ago about a South China University of Technology study The study concludes that the killer coron,killer,negative
1054.0,NicoleBarbaro Boston University may not reopen until January 2021 The Recovery Plan recognizes the possibility that the beginning of,Recovery,positive
1055.0,ABC13News CONGRATULATIONS A Dan River High School student is going to Harvard in the fall on a full scholarship She says its all,"CONGRATULATIONS,fall",neutral
1056.0,DonaldBKipkorir Cyrus Habib 40BA Columbia UniversityMLitt OxfordJD YaleRhodes ScholarSoros FellowTruman Scholar Lieut,,neutral
1057.0,DrumBeat614 joncoopertweets DemSocialists JoeBiden Maybe you didnt notice but I am from Canada and I cant vote in your election I am an outsider but from my perspective the Dem party is fractured and cant get their shit together I think the US political system is broken but in the end none of my opinion matters,"outsider,shit,broken",negative
1058.0,BillTufts Government in Canada is so horribly broken What can we do,broken,negative
1059.0,mohamadfakih8 Today we launch the mississaugachallenge to raise 840K for the food bank system Its ambitious but very needed Each,ambitious,positive
1060.0,Fr1nk3 nikkikessler amh3315 By rich you mean having enough money amp resources at his disposal then the Pope is surely super rich He can snap his fingers amp decide to create a University or a Hospital amp the Church will do it or try None of that money amp resources are under his name or bank account tho,"rich,enough,super,rich",positive
1061.0,Market Crash 2020 Are You Ready to Get Rich Canada Market News Europe Market News Personal Finance Tips Source Motley Fool Market News,"Crash,Ready,Rich,Motley,Fool",negative
1062.0,Tune in now Sheikh Abdullah Hakim Quick live from Toronto CanadaCOVID19 coronavirus CoronavirusOutbreak UndertheRadar,,neutral
1063.0,charlesadler Good reminder for all countries including Canada,Good,positive
1064.0,frstdayofschool Tbh gue malah penasaran lo kuliah seni dimanaJangan bilang tumblr university lolBut either way seems like your almamater is shit Try getting a refund,"like,shit,refund",positive
1065.0,joshuawongcf 2 Four years ago I went to Bangkok for speaking events at Chulalongkorn University and Thammasat University But the Th,,neutral
1066.0,ChidiNwatu realDonaldTrump People Trump has blamed for his deadly incompetence WHO China Media Canada Governors D,"Trump,deadly,incompetence",negative
1067.0,FredoDaGawd7 With the 38th Pick in the 2020 NBA draft the New York Knicks select Elijah Hughes Syracuse University,,neutral
1068.0,jkenney cafreeland We all see what youre doing Mr Premier And while we appreciate your compassion there are many doubts in Albertans minds that this will ever be reciprocatedWe must achieve a status where WE control our destiny be it in Canada or out,"Premier,appreciate,compassion,doubts,destiny",positive
1069.0,RealSaavedra population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396,,neutral
1070.0,impartialumpire Actually 3 provinces still vote for him Please do not lump the rest of Canada with the ignorance of eastern Canada h,ignorance,negative
1071.0,Garossino Remember the bottom right figure whenever you read headlines about Canadas COVID failure cdnpoli,"right,failure",neutral
1072.0,Cannabis retailers applaud provinces aboutface on delivery pickup,applaud,positive
1073.0,ImJitenderSati University Founder,,neutral
1074.0,Happy Easter to you all 270Anchor cares Stay tune Easter giveaway soon ChristIsRisen sugarbaby canada collegegirls sugardaddylegit,Happy,positive
1075.0,NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,,neutral
1076.0,Crof COVID19 in Canada Police investigating after 31 die inside Quebec longterm care home,die,negative
1077.0,mohnerha From Athlete Usain BoltJoin in on Sunday April 12 2020 for the Virtual Fundraising Concert with our leading entertainers,leading,positive
1078.0,cjizzle1 I love you Jesus I worship amp adore youjust wanted to tell you that I love You more than anything,"love,adore,love",positive
1079.0,This Advanced Practice job might be a great fit for you Click the link in our bio to see it and more Physician Assistant at MedStar Georgetown University Hospital PhysAssist MoCo,"Advanced,great",positive
1080.0,RealSaavedra population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396,,neutral
1081.0,Were hiring in Baltimore MD Click the link in our bio to apply to this job and more Pediatric Hospitalist The University of Maryland School of Medicine at University of Maryland Medical System Hospitalist,,neutral
1082.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1083.0,adetolaov and OPEC OIL CUT DEAL has been AGREEDDetails OPEC will cut barrels a day below proposed 10m Bra,,neutral
1084.0,DFisman Guys this is calledsocial distancing workedYoure welcome,welcome,positive
1085.0,spectatorindex Most coronavirus deathsUS 20577Italy 19468Spain 16606France 13832UK 9875Iran 4357Belgium 3346Ch,,neutral
1086.0,eBay Issue reported via EcommerceEKG Reported Problem with eBay shipping labels for package going to Canada,"Issue,Problem",negative
1087.0,Hw3NigyimiiBi University of Ghana scientists close to find corona cureThe cure de3 dem go get am oo but who u go test on Cha,cure,positive
1088.0,EmLovesZelda Thats why the SECOND the new Razr is available in Canada Im getting one,available,positive
1089.0,presscoreca Constitution of Canada the supreme law of Canada prohibits Justin Trudeau from enforcing arbitrary detention selfisola,"supreme,arbitrary",neutral
1090.0,TreyMcBride joshteeter01 Im an Alum of the University I recruited Razorbacks as a Bellewhat I have read is not representative of what we stand for in Hog Nation Please just be careful of what you sayit always come back,,neutral
1091.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1092.0,spectatorindex Most coronavirus deathsUS 20577Italy 19468Spain 16606France 13832UK 9875Iran 4357Belgium 3346Ch,,neutral
1093.0,cbcnewsbc Terry Foxs brother plans to get up at 4 today to commemorate the 40th anniversary of the Marathon of Hope,,neutral
1094.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1095.0,QammarA90761692 StudentsRejectUndueFeeHigher education in Pakistan shame on u university mafia and hecpkofficial ShafqatMahmoo,shame,negative
1096.0,WALBNews10 While medical students cant be in the hospital working they are stepping up to lend a hand where they can,,neutral
1097.0,cerenyurt The grave injustice lies hereWhile the bill would allow the release of a prisoner who was held with the crime of corrupt,"injustice,lies,prisoner,crime,corrupt",negative
1098.0,CanadasLifeline To all the amazing front line workers in health care and the incredible public health practitioners advisors and pol,"amazing,incredible",positive
1099.0,MSNBC population 328000000FranceGermanyItaly population 324000000Coronavirus cases 526396FGIUKS 650807Coronavirus deaths 20463FGIUKS 62553Source Johns Hopkins University amp Medicine Coronavirus Resource Center,,neutral
1100.0,Its Easter so obvs posting lambofgod today drandallblythe and lambofgod live at heavymtl heavymontreal2014 in Montreal canadaGroovemetal thrashmetal metalcore deathmetal heavymetal richmond,,neutral
1101.0,BBCWorld Dr Fauci who is leading the US response to coronavirus says the country could have saved lives with earlier action http,leading,positive
1102.0,NelsonHavi Could the 16 Kenyatta University students who have assembled 500000 prototype medical ventilators quickly get in touch wit,,neutral
1103.0,be the first one when open mask N95 KN95 KF94 KF80 besafe socialdistance corona covid19 respiratormask healthy USA CANADA,healthy,positive
1104.0,DostKhanJammu Great News From JKKashmir Also Lost Control Over JK National Law University JKNLUHMOIndia Amended Sec 8 Of JKNLU,"Great,Lost",neutral
1105.0,Global pact forged to contain oil price crash,"forged,crash",negative
1106.0,Latest Canada COVID19 cases gt Confirmed 24292 Recovered 7106 Deaths 713 Criticals557 Today Cases 974 Today Deaths 60 Cases Per Million 644 Deaths Per Million 19 COVIDCanada COVID2019 StayHome StayHomeCanada,,neutral
1107.0,DonaldBKipkorir Cyrus Habib 40BA Columbia UniversityMLitt OxfordJD YaleRhodes ScholarSoros FellowTruman Scholar Lieut,,neutral
1108.0,tweetschitt Do you agree that DougFord managed COVID19 Pandemic in Ontario way better than JustinTrudeau did for Canada,better,positive
1109.0,ANTIQUE PAPIER MACHE TRINKET BOX WITH DECORATIVE INLAY VERY TACTILE eBay AUSTRALIACANADAUSANEW ZEALAND,,neutral
1110.0,JanetWagner21 In the opinion of my esteemed fellow Twitterers where is the most progressive area in Canada should one decide it is i,progressive,positive
1111.0,NachtGeher COVID19Total Deaths 113274USA 21667Italy 19899Spain 16972France 14393UK 10612Iran 4474Belgium 3600China 3,,neutral
1112.0,LegonLive The University of Ghana Premier University UnivofGh ManuelKoranteng univers1057fm Ugsrc UnivGhVC KSekyere,Premier,positive
1113.0,TrippySerena Me sprinkling in the word Illustrious when referring to The Norfolk State University,Illustrious,positive
1114.0,Heavyluigi64 DanCoreTheDemon yeah my parents let me smoke weed sometimes too its legal here in Canada I havent ever really asked,"smoke,weed",negative
1115.0,txsugaa Says the dickhead who doesnt know the provinces of canada it really be ur own people man,,neutral
1116.0,CanadaCovid19 nunavut Toronto Canada ontario GTA whats going on with Nunavut So best place for isolation is Nunavut,"best,isolation",neutral
1117.0,I just read this horrendous article re VanRapeRelief that appeared to be advocating attacks on the women running it by transactivists Is this Canada now Can someone at VanRapeRelief let me know how I can donate to you so I can donate and Thank you and solidarity with you,"horrendous,attacks,Thank,solidarity",neutral
1118.0,capzay US production is last week EIA Millions more will need to be shut in US and Canada,,neutral
1119.0,Kickstart your immigration journey Join our free live webinar on 18th of April at 5 pm AST The webinar includes in depth information on the most attractive immigration programs for Canada amp USA and we will also be answering your questions So book now at,"free,attractive",positive
1120.0,prinzadelbart mikebechthold RHLIXIII TheLoyalEddies queensownrifles TheArgylls navalassn SeaforthOfC this is HUGEhttpst,,neutral
1121.0,We need volunteers for FeedTheHood,,neutral
1122.0,Ramadan curfew expected to prevent spread of coronavirus in Israels Arab sector USA US UK Canada Australia Cuba nytimes cnn bbcworld reuters foxnews wsj ap washingtonpost chinesevirus,,neutral
1123.0,Thunderlions1 WorldCupSeries Seems that Day 2 is moving so early todayCanada still Rank 1 and seems to be securing a spot for th,,neutral
